gene,category,rationale,exclude_recommended,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041323,detection_pct_0041326,det_max,n_cells_0041323,n_cells_0041326,log2_detection_ratio,pathway_source,pathway_term,was_uncategorized
AP2M1,,,no,ENSG00000161203,AP-2 complex subunit mu (AP-2 mu chain) (Adaptin-mu2) (Adaptor protein complex AP-2 subunit mu) (Adaptor-related protein complex 2 subunit mu) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (HA2 50 kDa subunit) (Plasma membrane adaptor AP-2 50 kDa protein),Cell membrane,fallopian tube secretory epithelial cell;Hofbauer cell,,23.862,23.097,23.862,273285,269882,-0.047,curated,endocytosis_phagosome_lysosome_autophagy,False
AP3B2,,,no,ENSG00000103723,AP-3 complex subunit beta-2 (Adaptor protein complex AP-3 subunit beta-2) (Adaptor-related protein complex 3 subunit beta-2) (Beta-3B-adaptin) (Clathrin assembly protein complex 3 beta-2 large chain) (Neuron-specific vesicle coat protein beta-NAP),Cytoplasmic vesicle,,,0.529,0.538,0.538,6055,6283,0.024,curated,endocytosis_phagosome_lysosome_autophagy,True
AP3D1,,,no,ENSG00000065000,AP-3 complex subunit delta-1 (AP-3 complex subunit delta) (Adaptor-related protein complex 3 subunit delta-1) (Delta-adaptin),Cytoplasm,,,17.299,19.204,19.204,198129,224393,0.151,curated,endocytosis_phagosome_lysosome_autophagy,True
AP3M2,,,no,ENSG00000070718,AP-3 complex subunit mu-2 (Adaptor-related protein complex 3 subunit mu-2) (Clathrin assembly protein assembly protein complex 3 mu-2 medium chain) (Clathrin coat assembly protein AP47 homolog 2) (Clathrin coat-associated protein AP47 homolog 2) (Golgi adaptor AP-1 47 kDa protein homolog 2) (HA1 47 kDa subunit homolog 2) (Mu3B-adaptin) (P47B),Golgi apparatus;Cytoplasmic vesicle membrane,"CD4-positive, alpha-beta memory T cell;effector CD4-positive, alpha-beta T cell;DN3 thymocyte",,0.504,0.639,0.639,5771,7470,0.343,curated,endocytosis_phagosome_lysosome_autophagy,False
ARF1,,,no,ENSG00000143761,ADP-ribosylation factor 1,Golgi apparatus membrane,pancreatic D cell,,31.315,26.707,31.315,358646,312064,-0.23,curated,endocytosis_phagosome_lysosome_autophagy,False
ARF6,,,no,ENSG00000165527,ADP-ribosylation factor 6,Cytoplasm,"epithelial cell of urethra;CD141-positive myeloid dendritic cell;myeloid dendritic cell, human;alpha-beta T cell;mature alpha-beta T cell;mucosal invariant T cell;mature T cell;decidual natural killer cell, human",,11.185,8.344,11.185,128105,97494,-0.423,curated,endocytosis_phagosome_lysosome_autophagy,False
ARRB1,,,no,ENSG00000137486,Beta-arrestin-1 (Arrestin beta-1) (Non-visual arrestin-2),Cytoplasm;Nucleus;Cell membrane;Membrane,,,6.23,6.741,6.741,71356,78769,0.114,curated,endocytosis_phagosome_lysosome_autophagy,True
ARRB2,,,no,ENSG00000141480,Beta-arrestin-2 (Arrestin beta-2) (Non-visual arrestin-3),Cytoplasm;Nucleus;Cell membrane;Membrane,"phagocyte;classical monocyte;CD14-positive, CD16-negative classical monocyte;granulocyte;neutrophil;dendritic cell;conventional dendritic cell;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;myeloid cell",,9.204,10.614,10.614,105415,124023,0.206,curated,endocytosis_phagosome_lysosome_autophagy,False
ATP6V1B1,,,no,ENSG00000116039,"V-type proton ATPase subunit B, kidney isoform (V-ATPase subunit B 1) (Endomembrane proton pump 58 kDa subunit) (Vacuolar proton pump subunit B 1)",Apical cell membrane,kidney collecting duct intercalated cell;renal intercalated cell;renal beta-intercalated cell;renal alpha-intercalated cell;pulmonary ionocyte;ionocyte,,0.42,0.459,0.459,4806,5363,0.129,curated,endocytosis_phagosome_lysosome_autophagy,True
ATP6V1H,,,no,ENSG00000047249,V-type proton ATPase subunit H (V-ATPase subunit H) (Nef-binding protein 1) (NBP1) (Protein VMA13 homolog) (V-ATPase 50/57 kDa subunits) (Vacuolar proton pump subunit H) (Vacuolar proton pump subunit SFD),Cytoplasmic vesicle,renal beta-intercalated cell;renal alpha-intercalated cell;osteoclast,,3.994,4.168,4.168,45738,48703,0.062,curated,endocytosis_phagosome_lysosome_autophagy,True
CANX,,,no,ENSG00000127022,Calnexin (IP90) (Major histocompatibility complex class I antigen-binding protein p88) (p90),Endoplasmic reticulum membrane,fallopian tube secretory epithelial cell;IgG plasmablast;IgA plasmablast;serous cell of epithelium of bronchus,,50.662,44.115,50.662,580234,515474,-0.2,curated,endocytosis_phagosome_lysosome_autophagy,False
CAV2,,,no,ENSG00000105971,Caveolin-2,Nucleus;Cytoplasm;Golgi apparatus membrane,pancreatic ductal cell;myoepithelial cell;myoepithelial cell of mammary gland;endothelial cell of artery;capillary endothelial cell;mesothelial cell of pleura;type I pneumocyte;bronchial smooth muscle cell;brown fat cell;adipocyte of breast,,5.932,5.385,5.932,67943,62928,-0.14,curated,endocytosis_phagosome_lysosome_autophagy,False
CBL,,,no,ENSG00000110395,E3 ubiquitin-protein ligase CBL,Cytoplasm;Cell membrane;Cell projection,,,2.216,2.928,2.928,25378,34217,0.402,curated,endocytosis_phagosome_lysosome_autophagy,True
CBLB,,,no,ENSG00000114423,E3 ubiquitin-protein ligase CBL-B,Cytoplasm,pigmented epithelial cell;podocyte;muscle precursor cell;cardiac muscle myoblast;alveolar type 2 fibroblast cell;preadipocyte;brown preadipocyte;fibro/adipogenic progenitor cell,,2.722,3.109,3.109,31172,36323,0.192,curated,endocytosis_phagosome_lysosome_autophagy,False
CCR5,,,no,ENSG00000160791,C-C chemokine receptor type 5 (C-C CKR-5) (CC-CKR-5) (CCR-5) (CCR5) (CHEMR13) (HIV-1 fusion coreceptor) (CD antigen CD195),Cell membrane,,CCL,0.141,0.17,0.17,1610,1984,0.272,curated,endocytosis_phagosome_lysosome_autophagy,False
CD14,,,no,ENSG00000170458,Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein) (CD antigen CD14),Cell membrane,"acinar cell of salivary gland;phagocyte;macrophage;elicited macrophage;inflammatory macrophage;alternatively activated macrophage;microglial cell;kidney resident macrophage;colon macrophage;Hofbauer cell;classical monocyte;CD14-positive, CD16-negative classical monocyte;blood cell;granulocyte;dendritic cell, human;myeloid leukocyte;monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;intermediate monocyte;myeloid cell;salivary gland cell",,6.434,7.258,7.258,73687,84803,0.174,curated,endocytosis_phagosome_lysosome_autophagy,False
CD209,,,no,ENSG00000090659,CD209 antigen (C-type lectin domain family 4 member L) (Dendritic cell-specific ICAM-3-grabbing non-integrin 1) (DC-SIGN) (DC-SIGN1) (CD antigen CD209),Secreted,blood vessel endothelial cell;endothelial cell of lymphatic vessel;mononuclear phagocyte,CEACAM;ICAM,0.654,0.521,0.654,7485,6084,-0.328,curated,endocytosis_phagosome_lysosome_autophagy,False
CD36,,,no,ENSG00000135218,Platelet glycoprotein 4 (Fatty acid translocase) (FAT) (Glycoprotein IIIb) (GPIIIB) (Leukocyte differentiation antigen CD36) (PAS IV) (PAS-4) (Platelet collagen receptor) (Platelet glycoprotein IV) (GPIV) (Thrombospondin receptor) (CD antigen CD36),Cell membrane,"vein endothelial cell;capillary endothelial cell;dermis microvascular lymphatic vessel endothelial cell;Hofbauer cell;cardiac muscle cell;regular atrial cardiac myocyte;regular ventricular cardiac myocyte;muscle precursor cell;cardiac muscle myoblast;dendritic cell, human;erythroid lineage cell;erythroblast;fat cell;white fat cell;adipocyte of breast",THBS,2.321,2.918,2.918,26582,34098,0.33,curated,endocytosis_phagosome_lysosome_autophagy,False
CD68,,,no,ENSG00000129226,Macrosialin (Gp110) (CD antigen CD68),Endosome membrane,"phagocyte;macrophage;elicited macrophage;inflammatory macrophage;alternatively activated macrophage;Kupffer cell;alveolar macrophage;colon macrophage;lung macrophage;Hofbauer cell;classical monocyte;CD14-positive, CD16-negative classical monocyte;osteoclast;professional antigen presenting cell;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;intermediate monocyte;peripheral blood mononuclear cell;myeloid cell",,3.913,4.414,4.414,44815,51577,0.174,curated,endocytosis_phagosome_lysosome_autophagy,False
CDC42,,,no,ENSG00000070831,Cell division control protein 42 homolog,Cell membrane,mast cell;mucosal type mast cell;peripheral blood mononuclear cell,,17.037,15.31,17.037,195127,178895,-0.154,curated,endocytosis_phagosome_lysosome_autophagy,False
CLEC4M,,,no,ENSG00000104938,C-type lectin domain family 4 member M (CD209 antigen-like protein 1) (DC-SIGN-related protein) (DC-SIGNR) (Dendritic cell-specific ICAM-3-grabbing non-integrin 2) (DC-SIGN2) (Liver/lymph node-specific ICAM-3-grabbing non-integrin) (L-SIGN) (CD antigen CD299),Secreted,Sertoli cell;mesothelial cell;endothelial cell of lymphatic vessel;ovarian surface epithelial cell,,0.127,0.112,0.127,1457,1306,-0.187,curated,endocytosis_phagosome_lysosome_autophagy,False
CLEC7A,,,no,ENSG00000172243,C-type lectin domain family 7 member A (Beta-glucan receptor) (C-type lectin superfamily member 12) (Dendritic cell-associated C-type lectin 1) (DC-associated C-type lectin 1) (Dectin-1) (CD antigen CD369),Cell membrane,"phagocyte;macrophage;alveolar macrophage;colon macrophage;mononuclear phagocyte;classical monocyte;CD14-positive, CD16-negative classical monocyte;basophil;neutrophil;leukocyte;professional antigen presenting cell;dendritic cell;plasmacytoid dendritic cell;CD141-positive myeloid dendritic cell;conventional dendritic cell;CD1c-positive myeloid dendritic cell;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;intermediate monocyte;peripheral blood mononuclear cell;myeloid cell",,0.686,0.97,0.97,7851,11339,0.501,curated,endocytosis_phagosome_lysosome_autophagy,False
CLN3,,,no,ENSG00000188603,Battenin (Batten disease protein) (Protein CLN3),Lysosome membrane,placental villous trophoblast;syncytiotrophoblast cell,,0.875,1.244,1.244,10025,14533,0.507,curated,endocytosis_phagosome_lysosome_autophagy,False
CLN5,,,no,ENSG00000102805,Ceroid-lipofuscinosis neuronal protein 5 (Protein CLN5),Membrane,,,4.269,4.429,4.429,48890,51756,0.053,curated,endocytosis_phagosome_lysosome_autophagy,True
CLTC,,,no,ENSG00000141367,Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17) (CLH-17),Cytoplasmic vesicle membrane,,,30.22,26.781,30.22,346103,312930,-0.174,curated,endocytosis_phagosome_lysosome_autophagy,True
COLEC12,,,no,ENSG00000158270,Collectin-12 (Collectin placenta protein 1) (CL-P1) (hCL-P1) (Nurse cell scavenger receptor 2) (Scavenger receptor class A member 4) (Scavenger receptor with C-type lectin),Membrane,pigmented epithelial cell;pigmented ciliary epithelial cell;non-pigmented ciliary epithelial cell;dermis microvascular lymphatic vessel endothelial cell;endosteal cell;immature innate lymphoid cell;connective tissue cell;fibroblast;fibroblast of lung,,1.107,1.485,1.485,12677,17350,0.424,curated,endocytosis_phagosome_lysosome_autophagy,False
CTSA,,,no,ENSG00000064601,Lysosomal protective protein,Lysosome,platelet;megakaryocyte-erythroid progenitor cell;megakaryocyte,,10.286,12.561,12.561,117810,146772,0.288,curated,endocytosis_phagosome_lysosome_autophagy,True
CTSC,,,no,ENSG00000109861,Dipeptidyl peptidase 1,Lysosome,"type II pneumocyte;club cell;alveolar macrophage;lung macrophage;Hofbauer cell;plasmacytoid dendritic cell, human;lung secretory cell",,6.391,6.951,6.951,73200,81219,0.121,curated,endocytosis_phagosome_lysosome_autophagy,False
CTSG,,,no,ENSG00000100448,Cathepsin G (CG),Cell membrane,bone marrow cell;granulocyte monocyte progenitor cell;basophil;eosinophil;neutrophil;immature neutrophil;mast cell;double negative thymocyte;promonocyte;promyelocyte;myelocyte;hematopoietic precursor cell;myeloid lineage restricted progenitor cell;granulocytopoietic cell;common myeloid progenitor,PARs;CTSG,0.074,0.101,0.101,849,1179,0.445,curated,endocytosis_phagosome_lysosome_autophagy,False
CTSH,,,no,ENSG00000103811,Pro-cathepsin H,Lysosome,"intrahepatic cholangiocyte;epithelial cell of lung;epithelial cell of alveolus of lung;pneumocyte;type II pneumocyte;urothelial cell;bladder urothelial cell;follicular dendritic cell;conventional dendritic cell;myeloid dendritic cell, human;mature conventional dendritic cell;lung secretory cell;bladder cell",,5.948,6.342,6.342,68120,74106,0.093,curated,endocytosis_phagosome_lysosome_autophagy,False
CTSK,,,no,ENSG00000143387,Cathepsin K,Lysosome,endosteal cell;osteoclast;preosteoblast;decidual cell;connective tissue cell;fibroblast;keratocyte;reticular cell;fibroblast of mammary gland;skin fibroblast;fibroblast of breast;myofibroblast cell;stromal cell;tendon cell;adventitial cell;inflammatory cell,,1.741,2.075,2.075,19938,24250,0.254,curated,endocytosis_phagosome_lysosome_autophagy,False
CTSL,,,no,ENSG00000135047,Procathepsin L,Lysosome,elicited macrophage;inflammatory macrophage;alternatively activated macrophage;lung macrophage;Hofbauer cell;extravillous trophoblast;placental villous trophoblast;syncytiotrophoblast cell;leukocyte;myeloid leukocyte;mast cell;mucosal type mast cell;myeloid cell;fibroblast;pancreatic stellate cell;fibroblast of mammary gland;fibroblast of breast,,14.526,15.423,15.423,166367,180209,0.086,curated,endocytosis_phagosome_lysosome_autophagy,False
CXCR1,,,no,ENSG00000163464,C-X-C chemokine receptor type 1 (CXC-R1) (CXCR-1) (CDw128a) (High affinity interleukin-8 receptor A) (IL-8R A) (IL-8 receptor type 1) (CD antigen CD181),Cell membrane,,CXCL,0.066,0.032,0.066,757,377,-1.035,curated,endocytosis_phagosome_lysosome_autophagy,False
CXCR2,,,no,ENSG00000180871,C-X-C chemokine receptor type 2 (CXC-R2) (CXCR-2) (CDw128b) (GRO/MGSA receptor) (High affinity interleukin-8 receptor B) (IL-8R B) (IL-8 receptor type 2) (CD antigen CD182),Cell membrane,blood cell;granulocyte;neutrophil,CXCL;MIF,0.037,0.025,0.037,427,288,-0.597,curated,endocytosis_phagosome_lysosome_autophagy,False
CXCR4,,,no,ENSG00000121966,C-X-C chemokine receptor type 4 (CXC-R4) (CXCR-4) (FB22) (Fusin) (HM89) (LCR1) (Leukocyte-derived seven transmembrane domain receptor) (LESTR) (Lipopolysaccharide-associated protein 3) (LAP-3) (LPS-associated protein 3) (NPYRL) (Stromal cell-derived factor 1 receptor) (SDF-1 receptor) (CD antigen CD184),Cell membrane,"mononuclear phagocyte;hematopoietic cell;leukocyte;mature conventional dendritic cell;liver dendritic cell;mature B cell;memory B cell;class switched memory B cell;IgG memory B cell;IgG-negative class switched memory B cell;naive B cell;follicular B cell;mononuclear cell;lymphocyte;CD4-positive helper T cell;T-helper 1 cell;effector CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta cytokine secreting effector T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;type I NK T cell;DN3 thymocyte;B cell;immature B cell;precursor B cell;immature natural killer cell;DN1 thymic pro-T cell",CXCL;MIF,0.9,4.239,4.239,10310,49526,2.235,curated,endocytosis_phagosome_lysosome_autophagy,False
CYBA,,,no,ENSG00000051523,Cytochrome b-245 light chain (Cytochrome b(558) alpha chain) (Cytochrome b558 subunit alpha) (Neutrophil cytochrome b 22 kDa polypeptide) (Superoxide-generating NADPH oxidase light chain subunit) (p22 phagocyte B-cytochrome) (p22-phox) (p22phox),Cell membrane,"plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;activated CD8-positive, alpha-beta T cell, human;plasma cell;IgG plasma cell;IgA plasma cell",,8.835,6.415,8.835,101184,74960,-0.462,curated,endocytosis_phagosome_lysosome_autophagy,False
CYBB,,,no,ENSG00000165168,Cytochrome b-245 heavy chain,Cell membrane,"phagocyte;macrophage;alveolar macrophage;lung macrophage;classical monocyte;CD14-positive, CD16-negative classical monocyte;hematopoietic cell;granulocyte;immature neutrophil;leukocyte;professional antigen presenting cell;plasmacytoid dendritic cell, human;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;intermediate monocyte;myeloid cell;promonocyte;myelocyte;granulocytopoietic cell",,3.063,4.606,4.606,35082,53819,0.588,curated,endocytosis_phagosome_lysosome_autophagy,False
CYTH2,,,no,ENSG00000105443,"Cytohesin-2 (ARF exchange factor) (ARF nucleotide-binding site opener) (Protein ARNO) (PH, SEC7 and coiled-coil domain-containing protein 2)",Cell membrane,,,2.92,2.981,2.981,33446,34834,0.03,curated,endocytosis_phagosome_lysosome_autophagy,True
DAB2,,,no,ENSG00000153071,Disabled homolog 2 (Adaptor molecule disabled-2) (Differentially expressed in ovarian carcinoma 2) (DOC-2) (Differentially-expressed protein 2),Cytoplasm;Cytoplasmic vesicle,endosteal cell;elicited macrophage;alternatively activated macrophage;Hofbauer cell;trophoblast giant cell;pancreatic stellate cell;fibroblast of breast,,4.984,3.887,4.984,57077,45423,-0.358,curated,endocytosis_phagosome_lysosome_autophagy,False
DNM1,,,no,ENSG00000106976,Dynamin-1,Cytoplasm,retinal ganglion cell,,3.258,3.298,3.298,37319,38532,0.017,curated,endocytosis_phagosome_lysosome_autophagy,True
DNM2,,,no,ENSG00000079805,Dynamin-2,Cytoplasm;Cytoplasm,corneal endothelial cell;taste receptor cell;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;papillary tips cell,,19.611,23.759,23.759,224608,277621,0.277,curated,endocytosis_phagosome_lysosome_autophagy,False
DYNC1H1,,,no,ENSG00000197102,"Cytoplasmic dynein 1 heavy chain 1 (Cytoplasmic dynein heavy chain 1) (Dynein heavy chain, cytosolic)",Cytoplasm,retinal ganglion cell;salivary gland cell,,13.702,14.566,14.566,156926,170198,0.088,curated,endocytosis_phagosome_lysosome_autophagy,True
EGFR,,,no,ENSG00000146648,Epidermal growth factor receptor,Cell membrane,basal epithelial cell of prostatic duct;trophoblast giant cell;syncytiotrophoblast cell,EGF;EPGN,6.755,6.097,6.755,77364,71247,-0.148,curated,endocytosis_phagosome_lysosome_autophagy,False
FCAR,,,no,ENSG00000186431,Immunoglobulin alpha Fc receptor (IgA Fc receptor) (CD antigen CD89),Secreted,blood cell;granulocyte;myelocyte,,0.114,0.194,0.194,1305,2261,0.764,curated,endocytosis_phagosome_lysosome_autophagy,False
FCGR1A,,,no,ENSG00000150337,High affinity immunoglobulin gamma Fc receptor I (IgG Fc receptor I) (Fc-gamma RI) (FcRI) (Fc-gamma RIA) (FcgammaRIa) (CD antigen CD64),Cell membrane,phagocyte;macrophage;microglial cell;Hofbauer cell;classical monocyte;immature neutrophil;professional antigen presenting cell;myeloid leukocyte;mast cell;mucosal type mast cell;myeloid cell,,0.216,0.41,0.41,2479,4796,0.923,curated,endocytosis_phagosome_lysosome_autophagy,False
FCGR2A,,,no,ENSG00000143226,Low affinity immunoglobulin gamma Fc region receptor II-a (IgG Fc receptor II-a) (CDw32) (Fc-gamma RII-a) (Fc-gamma-RIIa) (FcRII-a) (CD antigen CD32),Cell membrane,"phagocyte;macrophage;elicited macrophage;inflammatory macrophage;alternatively activated macrophage;alveolar macrophage;microglial cell;colon macrophage;lung macrophage;CD14-positive, CD16-negative classical monocyte;hematopoietic cell;blood cell;granulocyte;neutrophil;leukocyte;professional antigen presenting cell;myeloid leukocyte;monocyte;CD14-positive, CD16-positive monocyte;myeloid cell",,3.357,3.777,3.777,38445,44137,0.17,curated,endocytosis_phagosome_lysosome_autophagy,False
FCGR2B,,,no,ENSG00000072694,Low affinity immunoglobulin gamma Fc region receptor II-b (IgG Fc receptor II-b) (CDw32) (Fc-gamma RII-b) (Fc-gamma-RIIb) (FcRII-b) (CD antigen CD32),Cell membrane,"alternatively activated macrophage;colon macrophage;basophil;professional antigen presenting cell;dendritic cell;conventional dendritic cell;Langerhans cell;CD1c-positive myeloid dendritic cell;dendritic cell, human;unswitched memory B cell",,0.251,0.606,0.606,2873,7078,1.272,curated,endocytosis_phagosome_lysosome_autophagy,False
FCGR3A,,,no,ENSG00000203747,Low affinity immunoglobulin gamma Fc region receptor III-A (IgG Fc receptor III-A) (CD16-II) (CD16a antigen) (Fc-gamma RIII-alpha) (Fc-gamma RIII) (Fc-gamma RIIIa) (FcRIII) (FcRIIIa) (FcgammaRIIIA) (FcR-10) (IgG Fc receptor III-2) (CD antigen CD16a),Cell membrane,"macrophage;inflammatory macrophage;alveolar macrophage;microglial cell;lung macrophage;hematopoietic cell;leukocyte;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive, CD16-positive monocyte;mononuclear cell;alpha-beta T cell;mature alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta cytokine secreting effector T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;mature NK T cell;mucosal invariant T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;mature T cell;innate lymphoid cell;natural killer cell;CD16-positive, CD56-dim natural killer cell, human;peripheral blood mononuclear cell;myeloid cell",,0.961,1.066,1.066,11012,12454,0.149,curated,endocytosis_phagosome_lysosome_autophagy,False
FCGR3B,,,no,ENSG00000162747,Low affinity immunoglobulin gamma Fc region receptor III-B (Fc-gamma RIII-beta) (CD16-I) (Fc-gamma RIII) (Fc-gamma RIIIb) (FcRIII) (FcRIIIb) (FcR-10) (IgG Fc receptor III-1) (CD antigen CD16b),Cell membrane,blood cell;granulocyte;neutrophil;myelocyte;granulocytopoietic cell,,1.18,0.869,1.18,13519,10152,-0.442,curated,endocytosis_phagosome_lysosome_autophagy,False
FGFR2,,,no,ENSG00000066468,Fibroblast growth factor receptor 2 (FGFR-2),Cell membrane,basal cell of epidermis;choroid plexus epithelial cell;cholangiocyte;intrahepatic cholangiocyte;pigmented epithelial cell;non-pigmented ciliary epithelial cell;lens epithelial cell;anterior lens cell;lens fiber cell;secondary lens fiber;smooth muscle cell of sphincter of pupil;ciliary muscle cell;Bergmann glial cell;lung secretory cell,FGF,6.628,8.716,8.716,75913,101840,0.395,curated,endocytosis_phagosome_lysosome_autophagy,False
FGFR3,,,no,ENSG00000068078,Fibroblast growth factor receptor 3 (FGFR-3),Cell membrane,basal cell of epidermis;basal cell of epithelium of trachea;stem cell of epidermis;ependymal cell;keratinocyte;epidermal cell;conjunctival epithelial cell;astrocyte;mature astrocyte,FGF,9.369,13.209,13.209,107302,154346,0.496,curated,endocytosis_phagosome_lysosome_autophagy,False
